id,문서,발간,쪽,소제목,본문
ai19,생성형AI 안내서,2025,19,가. 수집 목적 내 서비스 개선 고도화,"- ⚫ 이용자 개인정보를 AI 서비스 개선(고도화 포함) 또는 신규 AI 서비스 개발에 이용하고자 하는 기업 ･ 기관은 개인정보의 당초 수집 목적과 AI 서비스의 관련성을 기준으로 자체 평가를 거쳐 적법근거를 선택할 수 있습니다. 

##### ･ 가. 수집 목적 내 서비스 개선 고도화 

- ⚫ 동의, 계약, 정당한 이익 등 적법근거에 기초하여 수집된 이용자 개인정보는 수집 목적 범위 내에서 AI 서비스 ･ 

- 개선 고도화 등을 위해 이용할 수 있습니다. 

###### ｢ **참고** ┃ 개인정보 처리 통합 안내서 ｣<sup>(’25.7.)</sup> 내 관련 내용 

- (정보주체의 동의) 당초 수집한 목적을 명확히 하여 자유로운 의사에 따른 명시적 동의를 받은 경우에는 그 범위 내 이용 가능 

- (예시) AI 개발을 위한 학습데이터 이용 목적인 경우, 동의 전 법정 고지 사항에 목적을 명확히 기재 

- (계약 이행) 당초 서비스 이용 계약의 이행을 위해 기능 개선 등이 필요한 경우 기존에 수집한 개인정보 이용 가능 

- (예시) 서비스 이용계약의 내용에 AI 기능이 포함되어 있는 경우로서 서비스 제공을 위해서는 AI 기능 개선 등이 필요하고, 이에 대해 정보주체가 충분히 예측할 수 있는 경우 

- (정당한 이익) 개인정보처리자의 정당한 이익에 포섭될 수 있는 이익(부정행위 방지, 서비스의 안전성 보장 등)이 존재하고 정보주체의 권리 침해 가능성을 최소화한 경우 

- ･ 

- (예시) 정보주체가 범죄 정보주체가 범죄 사회적 질서 위반 등으로 인해 보호 필요성이 현저히 낮거나, 정상적인 이용자의 이익 보호 필요성이 큰 경우(예: AI 모델 채택한 FDS) 정당한 이익이 우선할 수 있음(단, 구체적 안전조치 수준 및 정보주체 권리보장 등에 대한 개별 이익형량 필요) 

##### 나. 수집 목적과의 합리적 관련성 있는 이용 

- ⚫ 이용자 개인정보를 수집 목적과 합리적 관련성 있는 AI 학습 ･ 개발에 동의 없이 활용하는 경우에는 추가적 이용 조항(法 제15조제3항)을 적법근거로 검토할 수 있습니다. 해당 기준이 인정되기 위해서는 ▲합리적 ･ 

- 관련성 ▲정보주체의 예측 가능성 ▲정보주체 이익의 부당한 침해 가능성 ▲가명처리 암호화 등 안전성 확보 조치 등이 종합적으로 고려되어야 합니다. 만약 개인정보의 추가적 이용이 지속적으로 발생하는 경우에는 판단기준을 개인정보 처리방침에 공개하고, 해당 기준에 따르고 있는지 여부를 개인정보보호 책임자(CPO, Chief Privacy Officer)가 점검해야 합니다."
ai20,생성형AI 안내서,2025,20,사례1 이용자 개인정보의 AI 학습 사례,"･ 법률제15조(개인정보의 수집 이용) ③ 개인정보처리자는 당초 수집 목적과 합리적으로 관련된 범위에서 정보주체에게 불이익이 발생하는지 여부, 암호화 등 안전성 확보에 필요한 조치를 하였는지 여부 등을 고려하여 대통령령으로 정하는 바에 따라 정보주체의 동의 없이 개인정보를 이용할 수 있다. 

･ 시행령제14조의2(개인정보의 추가적인 이용 제공의 기준 등) ② 개인정보처리자는 개인정보의 추가적인 이용 또는 제공이 지속적으로 발생하는 경우에는 제1항 각 호의 고려사항에 대한 판단 기준을 법 제30조제1항에 따른 개인정보 처리방침에 공개하고, 법 제31조제1항에 따른 개인정보 보호책임자가 해당 기준에 따라 개인정보의 추가적인 이용 또는 제공을 하고 있는지 여부를 점검해야 한다. 

###### 사례1 이용자 개인정보의 AI 학습 사례 

※ 개인정보보호위원회 제2025–011–031호(비공개) 결정 

######  ･ LLM 성능 개선을 위해 이용자 프롬프트 입력 내용을 AI 학습데이터로 수집 이용 시, 

- ① LLM의 환각(hallucination), 편향(bias) 등 리스크를 완화하고 성능을 높이기 위해서 이용자와의 상호작용 데이터가 학습에 활용될 필요가 있으며 이는 LLM 서비스 운영과 밀접하게 관련된 점, 

- ② LLM 서비스는 이용자의 질문 맥락을 파악하여 통계적으로 적절하다고 선정된 답변 문구를 생성하는 그 성질상 기존 대화 내용이 학습데이터로 활용될 수 있음을 예측 가능하고, 학습데이터 수집 사실 및 거부 방법(opt-out)을 대화창 알림으로 수차례 고지하여 예측 가능성을 높이는 점, 

- ③ 대화 데이터는 모델 학습 데이터로만 활용되고 구축되는 통계모형 자체로는 정보주체에게 직접적인 영향을 미치지 않으며, 이용자가 학습데이터 수집을 항시 옵트아웃(opt-out) 할 수 있는 기능도 제공하여 정보주체의 이익을 부당하게 침해하지 않는 점, 

- ･ 

- ④ 학습데이터셋 내 개인식별 가능성이 높은 정보를 탐지 삭제하는 필터링 절차를 운영하는 점 등을 고려하면 개인정보의 추가적 이용을 근거로 이용자 개인정보를 모델 학습데이터로 사용 가능 

###### 사례2 이용자 개인정보의 AI 활용 사례 

###### ※ 개인정보보호위원회 제2025–015–231~2호(비공개) 결정 

######  이용자 통화내역 데이터를 사용한 보이스피싱 의심번호 DB를 구축하는데 있어, 

- ① 보이스피싱은 통신망을 악용한 금융사기로, 이용자 보호 의무 준수를 위해 이를 사전에 예방하고 ･ 

- 차단하는 것은 정상적인 통신 금융 서비스 제공과 밀접하게 관련된 점, 

- ･ ･ 

- ② 대다수 통신사 금융사는 기존에도 스팸 이상거래 방지 등 부정이용 및 이용자 보호 목적의 서비스를 운영 중이며, 이용약관 등을 통해 이를 안내하고 있어 고객보호 의무의 연장선으로 보이스피싱 예방 ･ 탐지 서비스에 대한 예측이 가능한 점,"
ai21,생성형AI 안내서,2025,21,다. 당초 수집 목적과 별개의 신규 서비스 개발,"- ･ 

- ③ 통신사가 예측한 의심번호의 정 오탐 여부를 금융사가 별도 검토하고 피드백하는 절차가 구축되어 있어 정보주체의 이익을 부당하게 침해하지 않는 점, 

- ･ 

- ④ 보이스피싱 의심 DB 구축 및 통신사, 금융사 간 통신 시 전화번호가 암호화되어 저장 및 송 수신되는 점 등을 고려하면 개인정보의 추가적 이용을 근거로 통화내역 데이터를 이용해 보이스피싱 의심번호 개인정보의 추가적 이용을 근거로 통화내역 데이터를 이용해 보이스피싱 의심번호 ･ 

- <u>DB 구축 이용 가능</u> 

##### 다. 당초 수집 목적과 별개의 신규 서비스 개발 

- ⚫ 이용자 개인정보를 당초 수집한 목적과 별개의 신규 AI 서비스 개발에 활용하는 경우에는 ▲가명 ･ 익명처리 (法 제28조의2 및 제58조의2)하여 이용<sup>10)</sup> 하거나 ▲새로운 적법근거(法 제18조제2항) 마련이 필요합니다. 

법률제28조의2(가명정보의 처리 등) ① 개인정보처리자는 통계작성, 과학적 연구, 공익적 기록보존 등을  ① 개인정보처리자는 통계작성, 과학적 연구, 공익적 기록보존 등을 위하여 정보주체의 동의 없이 가명정보를 처리할 수 있다. 

･ ･ 제58조의2(적용제외) 이 법은 시간 비용 기술 등을 합리적으로 고려할 때 다른 정보를 사용하여도 더 이상 개인을 알아볼 수 없는 정보에는 적용하지 아니한다. 

･ 제18조(개인정보의 목적 외 이용 제공 제한) ② 제1항에도 불구하고 개인정보처리자는 다음 각 호의 어느 하나에 해당하는 경우에는 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고는 개인정보를 목적 외의 용도로 이용하거나 이를 제3자에게 제공할 수 있다. 다만, 제5호부터 제9호까지에 따른 경우는 공공기관의 경우로 한정한다. 

1. 정보주체로부터 별도의 동의를 받은 경우 

2. 다른 법률에 특별한 규정이 있는 경우 

3. 명백히 정보주체 또는 제3자의 급박한 생명, 신체, 재산의 이익을 위하여 필요하다고 인정되는 경우 

4. 삭제 <2020. 2. 4.> 

5. 개인정보를 목적 외의 용도로 이용하거나 이를 제3자에게 제공하지 아니하면 다른 법률에서 정하는 ･ 

소관 업무를 수행할 수 없는 경우로서 보호위원회의 심의 의결을 거친 경우 (이하 생략) 

###### 사례1 

질병 진단을 보조하는 의료 AI 연구개발을 위해 정보주체의 동의 없이 병원이 보유한 MRI, CT, X-Ray 사진 등을 가명처리하여 학습데이터로 이용 

10) “가명정보 처리 가이드라인” (’24. 2., 개인정보보호위원회) 참고"
ai22,생성형AI 안내서,2025,22,사례2,"###### 사례2 

금융당국, 수사기관 등이 보유한 보이스피싱 통화데이터를 가명처리해 통신사 등이 정보주체의 동의 없이 ･ 보이스피싱 예방 AI 기술 서비스 개발에 활용 

- ⚫ 한편, 가명 ･ 익명처리나 새로운 적법근거 마련 없이 개인정보를 당초 수집 범위를 벗어나 이용하는 경우에는 적법하지 않은 목적 외 이용으로 판단될 수 있습니다. 단, 해당 이용이 혁신성, 공익성 등을 갖춘 경우에는 규제샌드박스 제도를 활용해 강화된 안전조치 등 일정 요건을 전제로 개인정보 처리 근거를 확보할 수 있습니다. 

###### 사례3 

서비스 품질 개선 목적으로 수집한 이용자 대화데이터를 합리적 관련성 없는 신규 서비스(인공지능 챗봇) 개발에 암호화 등의 안전조치 없이 이용한 사안에 대해 적법 처리 근거가 없어 이용자 개인정보의 목적 외 이용으로 판단 

※ 개인정보보호위원회 제2021-007-072호 결정 참고 

###### 사례4 

자율주행 기업이 수집한 영상정보를 가명처리하여 AI 학습에 이용시 자율주행 AI의 성능 향상에 어려움이 있는 상황 → 규제실증특례를 활용해 강화된 안전조치 준수 下 동의 및 가명처리 없이 영상 원본 활용 허용 

##### 라. 특수한 개인정보의 처리 

- ⚫ AI 서비스 개발에 민감정보, 고유식별정보 등의 처리가 수반되는 경우에는 별도의 동의 또는 법적근거가 있는 ･ ･ 

- 경우에 한하여 처리할 수 있습니다. 또한, 개인영상정보를 AI 학습에 이용하는 경우에는 설치 운영 촬영 목적의 범위 내에서 처리해야 합니다. 

###### 사례1 

정보주체의 동의를 받아 자유 발화를 통해 수집한 음성정보를 저장한 후, AI 음성인식기술 기반 목소리 인증 서비스(민감정보 처리, 法 제23조제1항제1호)에 활용할 수 있음 

###### 사례2 

･ 지방자치단체가 교통정보의 수집 분석(法 제25조제1항제5호) 등을 위하여 CCTV를 설치하고 해당 영상 정보를 AI 기반 스마트교차로, 감응신호시스템에 이용 가능"
ai23,생성형AI 안내서,2025,23,2 전략 수립,"#### <mark>2</mark> **전략 수립** 

#####  전략 수립 단계에서는 무엇을 하나요? 

- ⚫ 생성형 AI 기술을 통해 달성하고자 하는 목적에 필요한 개인정보 범위와 적법 처리 근거가 구체화되었다면, ･ ･ 

- 기업 기관은 생성형 AI 개발 활용 전략을 수립하게 됩니다. 

- ⚫ 이 단계에서는 기업 ･ 기관이 자사의 ICT 역량 ･ 여건(‘as-is’)을 객관적으로 진단하고, 이를 토대로 생성형 AI ･ 

- 개발 활용에 필요한 목표 상태(‘to-be’)를 설계합니다. 

- ⚫ 이러한 분석을 바탕으로 ▲생성형 AI의 개발 ･ 활용 방식(상용 솔루션 구매, 공개 모델 활용, 자체 개발 등) ▲미세조정 등 추가학습 여부 ▲데이터 품질 확보 ▲리스크 관리 방안 등 후속 의사결정의 방향을 구체화할 수 있습니다. 

- ⚫ 이 때, 유사 분야에 대한 타 기업 ･ 기관의 개념증명(PoC, Proof of Concept) 수행 사례, 국내외 벤치마크 ･ 

- 사례는 기술적 구현 가능성, 법적 리스크 등을 사전에 파악하고 자사 여건에 최적화된 개발 활용 전략을 수립하는데 중요한 참고자료가 될 수 있습니다. 

- ⚫ 전략 수립 시에는 조직의 사업적 요구사항과 규제 및 사회적 요구사항을 종합적으로 반영할 수 있도록 강력한 AI 프라이버시 거버넌스 구축을 병행할 것이 권장됩니다<sup>11)</sup> . 

##### ･  어떤 개발 활용 방식이 일반적으로 선택되며, 각각의 특징은 무엇인가요? 

- ⚫ 생성형 AI의 개발은 자사의 기술 역량, 데이터 보호 요구사항, 법적 책임 범위 등을 종합적으로 고려하여 다양한 방식으로 이루어질 수 있습니다. 다음은 LLM 기반 AI 개발의 대표적인 세 가지 방식에 대한 개요와 선택 시 고려사항을 정리한 내용입니다. 

###### **<생성형 AI 개발 방식 분류**<sup>**12)**</sup> **>** 

|구분|내용|예시|
|---|---|---|
|서비스형 LLM<br>(LLM as a<br>Service)|비공개 모델 등 상용 AI 서비스를 활용(예: API 연계)하는<br>방법으로 신속한 개발 가능<br>- 이용사업자는 LLM 모델 접근이 제한되어 파라미터 등<br>세부 조정에 한계<br>이용사업자는 서비스형 LLM으로 전송되는 데이터의 처리<br>목적･범위, 보관･파기 정책 등 확인 필요|이용자 발화문 분석 및 답변 생성<br>위해 OpenAI ChatGPT 연동|

11) 본 안내서 제3장 제5절 “AI 프라이버시 거버넌스 체계” 참고 

- 12) “AI Privacy Risks & Mitigations - Large Language Models”, (EDPB) 참고 

- ※ 해당 분류는 AI 기술이 사용되는 다양한 유형 중 대표적인 유형 위주로 구분된 것으로 관련 논의가 현재도 진행 중인 상황이며, 상호배타적으로 완전히 구분되지 않고 일부 경계가 중첩되거나 혼합 적용될 수 있음. 예를 들어 서비스형 LLM을 활용하되, 민감한 데이터의 유출 가능성을 최소화하고 조직 내부의 보안 정책을 유지하기 위해 내부 프록시 서버를 거치도록 하는 하이브리드 아키텍처를 구현할 수 있음."
ai24,생성형AI 안내서,2025,24, 전략 수립 시 프라이버시 관점에서 공통적으로 고려할 사항은?,"|구분|내용|예시|
|---|---|---|
|기성 LLM 활용<br>(Off-the-Shelf<br>LLM)|주로 공개(open-weight)된 사전학습된 모델(pre-trained<br>model)을 활용해 AI 시스템을 개발하는 방식<br>- 서비스형 LLM 방식에 비해 기성 LLM 활용 시 더 높은 모델<br>통제권을 보유<br>사전학습 모델의 상업적 이용 가능 여부, 재배포 제한 여부,<br>개인정보 안전장치 내재 여부 등 확인 필요|Llama 등의 공개모델에 법률 전문<br>지식을 추가학습하여 법률AI 개발|
|자체개발<br>(Self-developed<br>LLM)|<br>모델을 처음부터(from the ground up) 직접 사전학습<br>(pre-train)하는 방식으로 고비용 인프라 및 전문인력 등 자원<br>요구<br>AI 데이터 처리 전 과정에 대한 통제와 안전성 확보 가능한 장점|자체개발 SLM을 활용한 온디바이스<br>음성인식 보이스피싱 탐지 솔루션<br>개발|

#####  전략 수립 시 프라이버시 관점에서 공통적으로 고려할 사항은? 

- ⚫ 생성형 AI 개발 ･ 활용 전략은 개인정보 최소화, 프라이버시 강화 기술 등을 적용하는 개인정보 안심설계(PbD, Privacy by Design) 원칙을 반영해야 합니다. PbD란 제품 및 서비스의 기획, 개발, 활용 전 과정에서 개인정보 보호법 준수를 사전에 보장하는 접근입니다. 

###### **참고** ┃ PbD 구현 체계 및 적용 방안 

※ 「개인정보 보호책임자(CPO) 핸드북」(’24.11.) 

######  PbD에 따른 개인정보 보호 조치 예시 

- ･ 

- 개인정보 처리의 적법성 확보, 가명 익명처리, 개인정보 보호 기본 설정(Privacy by Default), 개인정보 보호 강화기술(차분프라이버시, 동형암호화, 합성데이터 등) 

######  CPO 중심의 PbD 원칙 확립 및 조직환경에 맞는 PbD 체계 구축 

- 서비스 특성, 개발 절차, 가용자원, 개인정보 처리에 따른 위험도 등을 확인하고, 새로운 개인 정보의 처리가 이루어지기 전에 최대한 빠른 시기부터 논의 착수 

- 사업부서, 개발부서 등 유관부서와 함께 개인정보 보호 조치의 내재화 방안을 논의하고 PbD 관련 상호 협력체계를 조성함으로써 업무 효율화 기반 마련 

- ⚫ 개인정보 영향평가(PIA, Privacy Impact Assessment)는 PbD 원칙을 AI 제품 ･ 서비스에 반영하는데 유용한 실천적 수단이 될 수 있습니다. 공공기관의 경우 법령상 요건에 해당하면 개인정보 영향평가를 의무적으로 수행해야 합니다."
ai25,생성형AI 안내서,2025,25,25쪽,"- ⚫ 민간 부문은 개인정보 침해가 우려되는 경우 영향평가를 하기 위하여 적극 노력하여야 합니다. 특히 대규모 또는 민감한 개인정보 처리가 수반되거나 정보주체 권리에 중대한 영향을 줄 수 있는 AI 시스템의 경우 개인정보 영향평가를 실시하는 것이 권장됩니다. 

법률제33조(개인정보 영향평가) ① 공공기관의 장은 대통령령으로 정하는 기준에 해당하는 개인정보 파일의 운용으로 인하여 정보주체의 개인정보 침해가 우려되는 경우에는 그 위험요인의 분석과 개선 사항 도출을 위한 평가(이하 “영향평가”라 한다)를 하고 그 결과를 보호위원회에 제출하여야 한다. ②~⑩ (중략) 

⑪ 공공기관 외의 개인정보처리자는 개인정보파일 운용으로 인하여 정보주체의 개인정보 침해가 우려 되는 경우에는 영향평가를 하기 위하여 적극 노력하여야 한다. 

시행령제35조(개인정보 영향평가의 대상) 법 제33조제1항에서 “대통령령으로 정하는 기준에 해당하는 개인정보파일”이란 개인정보를 전자적으로 처리할 수 있는 개인정보파일로서 다음 각 호의 어느 하나에 해당하는 개인정보파일을 말한다. 

1. 구축 ･ 운용 또는 변경하려는 개인정보파일로서 <u>5만명 이상의 정보주체에 관한 민감정보 또는 고유식별정보의 처리가 수반되는 개인정보파일가 수반되는 개인정보파일 수반되는 개인정보파일</u> 

- ･ ･ 

- 2. 구축 운용하고 있는 개인정보파일을 해당 공공기관 내부 또는 외부에서 구축 운용하고 있는 다른 개인정보파일과 연계하려는 경우로서 <u>연계 결과 50만명 이상의 정보주체에 관한 개인정보가 에 관한 개인정보가  관한 개인정보가</u> 포함되는 개인정보파일 

- ･ 

- 3. 구축 운용 또는 변경하려는 개인정보파일로서 100만명 이상의 정보주체에 관한 개인정보파일 

4. 법 제33조제1항에 따른 개인정보 영향평가(이하 “영향평가”라 한다)를 받은 후에 개인정보 검색체계 등 개인정보파일의 운용체계를 변경하려는 경우 그 개인정보파일. 이 경우 영향평가 대상은 변경된 부분으로 한정한다. 

- ⚫ 생성형 AI 개발 ･ 운영 과정에서 개인정보 영향평가를 실시하는 경우, 기존 제도 ･ 절차를 활용하되, 생성형 AI의 특성을 고려해 다음의 사항을 중점적으로 확인할 것이 권장됩니다. 

   - 개인정보 흐름 분석 단계 : 대량의 학습데이터 수집부터 모델 학습, 추론, 출력 생성에 이르는 AI 데이터 처리 과정 전반의 개인정보 처리 현황을 체계적으로 파악 

   - 침해요인 분석 단계 : 전통적인 개인정보 유출 ･ 오남용 위험 외에도 생성형 AI 관련 새로운 프라이버시 리스크(AI 모델을 통한 개인정보 추론 생성, 학습데이터 복원, 프롬프트 인젝션 등)를 분석 

   - 개선계획 수립 단계 : 기술적 ･ 관리적 안전조치를 균형 있게 반영하여 생성형 AI의 혁신성과 개인정보 보호를 동시에 확보할 수 있는 실효성 있는 방안을 마련<sup>13)</sup>"
ai26,생성형AI 안내서,2025,26,(중략),"- ⚫ 민간 기업 ･ 기관이 개인정보 영향평가를 자율적으로 수행<sup>14)</sup> 하는 등 개인정보 보호 활동을 성실히 수행한 ･ 

- 것으로 확인된 경우 과태료 과징금이 감경될 수 있습니다<sup>15)</sup> . 

고시개인정보 보호법 위반에 대한 과징금 부과기준 제10조(2차 조정) ② 위반행위자가 다음 각 호의 어느 하나에 해당하는 경우에는 1차 조정을 거친 금액에 다음 각 호와 같이 추가적으로 과징금을 감경할 수 <u>있다.</u> 

3. 개인정보 보호 인증, 자율적인 보호 활동 등 개인정보 보호를 위하여 노력한 경우로서 다음 각 목의 어느 하나에 해당하는 경우 

###### (중략) 

- 다. 개인정보 처리방침의 평가 또는 개인정보 보호수준 평가의 결과가 상위 등급인 경우, 개인정보 <u>영향평가(다만, 법 제33조제1항에 따라 개인정보 영향평가를 해야 하는 경우는 제외한다)를 하는 등 개인정보 보호 활동을 성실히 수행한 것으로 확인된 경우</u> : 1차 조정을 거친 금액의 100분의 30 이하에 해당하는 금액을 감경 

###### **참고** ┃ 주요국 AI 개인정보 영향평가 제도 

- ･ 

- (EU) GDPR 제35조에 따라 ▲자동화된 결정 프로파일링 ▲대규모 민감정보 처리 등이 수반되는 경우 ･ 

- 민간 공공은 의무적으로 개인정보 영향평가(DPIA) 수행 

- GDPR 제35조에 따른 DPIA 수행 과정에서 EU AI법 제27조(고위험 AI 시스템에 대한 기본권 영향평가)의 요건 중 일부를 이행한 경우, 동일한 요건을 중복 수행할 필요 없음 

- (미국) 전자정부법(E-Government Act of 2002) §208 및 OMB 지침(M-03-22)에 따라 개인정보 처리 시스템을 운영하는 공공기관이 일정 요건 충족 시 개인정보 영향평가 의무화 

- 최근 트럼프 행정명령(E.O 14179, ’25.1.) 및 OMB(Office of Management and Budget) 지침(M-25-21, ’25.4.)은 고영향 AI에 대한 AI 영향평가 수행을 의무화하면서, 개인정보 관련 부분은 개인정보 영향평가를 참조하도록 함 

> ｢ 13) 구체적인 평가 방법 및 지표는 개인정보 영향평가 수행안내서 ｣ (’25. 8., AI 분야 평가항목 등 신설 예정) 참고 

> 14) 민간의 자율적 개인정보 영향평가 수행 시 ①개인정보처리자가 직접 수행하는 방식 또는 ②개인정보위가 지정한 개인정보 영향 평가기관에 의뢰하는 방식 중 하나를 선택하여 수행할 수 있음 

> ･ 15) 개인정보 보호법 위반행위에 대한 과태료(기준금액의 10% 이하) 과징금(1차 조정 금액의 30% 이하) 감경 가능 단, 法 제33조제1항에 따라 개인정보 영향평가를 의무적으로 수행해야 하는 경우는 제외 

> * 과태료 ･ 과징금 감경 적용을 위해서는 개인정보 영향평가 결과 등 증빙 제출 필요"
ai27,생성형AI 안내서,2025,27, LLM 개발 활용 분류에 따른 프라이버시 유의사항은?,"##### ･  LLM 개발 활용 분류에 따른 프라이버시 유의사항은? 

###### 서비스형 LLM 

- ⚫ 서비스형 LLM 기반의 AI 서비스를 제공하는 기업 ･ 기관의 경우, ▲이용자 데이터의 보관 및 재이용(AI 학습 포함) 여부 ▲국외이전 여부 등을 사전에 검토할 필요가 있습니다. 

- ⚫ 서비스형 LLM은 주로 기관 간 계약에 따라 API<sup>16)</sup> 를 통해 데이터를 송수신하는 방식으로 운용되며, 이 과정에서 이용자의 개인정보가 전송되거나 저장되는 경우에는, 라이선스 계약, 이용약관 등을 통해 해당 데이터 처리의 안전성을 확보하는 것이 바람직합니다. 

- ⚫ 우선, 서비스형 LLM은 개인정보 저장 및 재이용(AI 학습 포함) 배제 규정을 둔 ‘기업용 API 라이선스 ･ 

- (Enterprise API)’를 제공하는 경우가 많습니다. 기업 기관은 이와 같은 보다 높은 수준의 프라이버시 보호를 제공하는 라이선스 이용을 고려할 수 있습니다. 

###### **<개인용 vs. 기업용 API 라이선스 비교**<sup>**17)**</sup> **>** 

|구 분|개인용 라이선스|기업용 API 라이선스|
|---|---|---|
|이용대상|일반 개인 사용자|기업, 조직, 개발자 등|
|데이터 저장|대화기록 저장 가능(옵션 제공)|기본적으로 입출력값 미저장|
|AI 학습 활용|기본적으로 학습 활용(opt-out 가능)|학습 미활용(기본값)|
|계약 관계|이용약관에 따른 일반 사용자 계약|개별 계약(서비스 이용계약+ 데이터 처리 부속서(DPA))<br>체결 필요|

###### 사례 서비스형 LLM을 활용한 진료 대화 처리 시 기업용 API 라이선스 사용 

- 의료기관이 진료 대화를 기반으로 의료기록 작성업무를 자동화하는 과정에서 개인용 무료 라이선스로 서비스형 LLM을 사용하면 입력 데이터가 LLM 서비스 제공자의 자체 목적(예: LLM 학습)으로 활용될 우려가 있음 

- 기업용 라이선스(Enterprise API)로 서비스형 LLM을 사용해 의료기관의 목적으로만 데이터가 처리 되도록 조치 

- ※ 개인정보보호위원회 제2024-017-237호(비공개) 결정 

- ⚫ 또한, 기업 ･ 기관은 서비스형 LLM에 적용되는 기업용 이용약관(Enterprise Terms of Use) 및 데이터 처리 부속서(DPA, Data Processing Addendum) 등 계약을 통해 ▲입력데이터의 소유권 ▲재이용 제한 

- 16) API(Application Programming Interface): 일종의 소프트웨어 인터페이스로서 다른 종류의 소프트웨어에 서비스를 제공 17) OpenAI ChatGPT 서비스 중심으로 정리(’25. 8. 3. 기준)"
ai28,생성형AI 안내서,2025,28,사례 서비스형 LLM 활용에서의 통화 내용 개인정보 국외이전 사례,"▲안전조치 ▲데이터 파기 등의 사항을 명확히 규정하고, 필요시 서비스 특성을 고려한 특약을 추가하여 데이터 보호 요구사항을 계약상 확보하는 것이 권장됩니다. 

###### **<기업용 이용약관 및 DPA 주요내용 비교**<sup>**18)**</sup> **>** 

|구 분|A사<br>B사|C사|
|---|---|---|
|데이터 소유권|기업･기관(고객) 소유||
|AI 학습 활용|재이용･학습 금지||
|안전조치|TLS 암호화, 접근통제, 로그관리|등|
|위수탁 관계 명시|고객=처리자 / A･B･C사=수탁자|명시|
|재위탁 제한|재위탁시 고객에 사전 통보 + 이의제기 가능|DPA 내 재위탁 관련<br>통제 조항 포함|
|데이터 파기|고객의 삭제 요청시 합리적 기간 내|파기|
|관리･감독|고객이 제3자 또는 내부 감사 수행<br>가능(10일전 요청)<br>관리자용 감사 로그,<br>접근 기록 확인 가능|연1회 감사 가능, 직원 접근 기록<br>및 보안사고 통지|

- ⚫ 추가로, LLM 서버가 해외에 소재한다면, 개인정보 국외이전에 해당하는지 검토하고 관련 규율을 확인할 필요가 있습니다. 

- 법률 제28조의8(개인정보의 국외 이전) ① 개인정보처리자는 개인정보를 국외로 제공(조회되는 경우를 ･ ･ 

- 포함한다) 처리위탁 보관(이하 이 절에서 “이전”이라 한다)하여서는 아니 된다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 개인정보를 국외로 이전할 수 있다. 

1. 정보주체로부터 국외 이전에 관한 별도의 동의를 받은 경우 

      - … 

- ･ 

- 3. 정보주체와의 계약의 체결 및 이행을 위하여 개인정보의 처리위탁 보관이 필요한 경우로서 다음 각 목의 어느 하나에 해당하는 경우 

   - 가. 제2항 각 호의 사항을 제30조에 따른 개인정보 처리방침에 공개한 경우 

   - 나. 전자우편 등 대통령령으로 정하는 방법에 따라 제2항 각 호의 사항을 정보주체에게 알린 경우 

###### 사례 서비스형 LLM 활용에서의 통화 내용 개인정보 국외이전 사례 

- ･ 

- 이용자에게 통화 녹음 요약 서비스를 제공하기 위해 서비스형 LLM을 사용하는 과정에서 통화 내용 등 개인정보가 국외 서버로 이전되었음 

- 그러나, 국외이전에 관한 고지사항이 개인정보 처리방침에서 일부 누락되는 등 法 제28조의8제1항 제3호에 따른 적법근거를 갖추지 못함 

- ※ 개인정보보호위원회 제2024-010-184호(비공개) 결정(주요 AI 서비스 사전 실태점검 결과) 

18) 주요 서비스형 LLM의 엔터프라이즈 라이선스, 이용약관, DPA 등 바탕으로 재정리(’25. 8월 기준)"
